WinMargin,average,linreg,naive,extr,ranfor,xgb,nn,lstm,tpot
-11.999999999999998,4.1,0,1,0,0,0,0,0,0
-2.9999999999999996,7.0,1,1,0,0,0,0,0,1
-7.0,-2.1000000000000005,1,1,1,1,0,1,1,1
-29.999999999999996,-7.099999999999999,0,1,0,0,0,1,1,1
-3.9999999999999996,5.1,1,1,0,1,0,1,1,0
-17.0,-2.0,1,1,1,1,0,1,1,1
-8.0,-5.000000000000001,1,1,0,0,0,1,0,1
13.0,4.0,0,0,0,0,1,0,1,0
3.0,6.0,1,1,0,0,0,1,1,1
9.0,6.0,0,0,1,1,1,1,1,0
10.0,-1.1000000000000005,1,0,1,1,1,1,1,0
1.0,6.0,1,1,1,1,1,1,1,1
6.0,-5.3,1,0,1,1,0,1,0,0
15.0,11.0,0,0,0,0,0,0,0,0
-6.0,-10.0,0,0,1,0,1,1,0,0
11.0,5.0,0,0,0,0,1,0,1,0
9.0,3.0,0,0,0,0,1,0,1,0
7.0,2.5,1,0,0,0,1,1,1,0
-5.0,-3.0,0,1,1,0,0,0,0,0
17.0,12.0,0,0,1,1,1,0,1,0
8.0,2.0,0,0,0,0,1,0,1,0
-3.9999999999999996,10.0,1,1,0,0,1,0,0,1
1.0,10.0,1,1,1,1,0,1,1,1
28.0,11.0,0,0,1,0,0,1,0,0
9.0,8.6,1,0,1,1,1,1,1,1
3.0,7.0,1,1,1,1,0,0,0,1
13.0,11.0,0,0,0,0,1,1,1,0
-6.0,12.2,1,1,1,1,1,1,0,1
10.0,4.0,0,0,1,0,1,1,1,0
11.0,14.400000000000002,1,1,1,1,1,0,0,1
2.0,5.0,1,1,1,1,1,1,0,1
9.0,-3.0,0,0,1,1,0,1,1,0
-7.0,-7.000000000000001,0,0,1,1,0,1,1,0
24.0,9.1,1,0,1,1,1,1,1,1
-3.9999999999999996,6.0,1,1,0,0,0,0,0,1
-2.9999999999999996,3.2,1,1,0,0,1,1,0,1
-7.0,8.0,1,1,0,1,0,0,0,1
-11.999999999999998,5.0,1,1,1,1,1,1,0,1
5.0,-7.000000000000001,0,0,1,1,1,1,0,0
-16.0,-7.099999999999999,1,1,0,0,0,0,0,1
5.0,8.0,1,1,1,0,1,0,0,1
6.0,5.0,1,0,0,0,1,1,1,1
8.0,11.0,1,1,0,0,0,0,0,1
1.0,1.9,1,1,1,1,1,1,1,1
31.0,5.9,0,0,0,0,0,1,0,0
6.0,9.0,1,1,1,1,0,0,1,1
14.0,14.0,1,1,1,1,1,1,1,1
7.0,3.0,0,0,0,0,1,0,0,0
11.0,-2.0,0,0,0,0,1,0,0,0
-2.9999999999999996,3.0,1,1,1,0,0,1,1,1
-23.0,-2.0,1,1,1,1,1,1,1,1
18.0,3.0,0,0,0,0,1,0,1,0
20.0,10.9,0,0,0,0,0,0,0,0
9.0,-4.8999999999999995,0,0,1,0,1,0,0,0
19.0,6.0,0,0,1,1,0,1,1,0
-23.0,4.0,1,1,0,0,0,0,0,1
11.0,11.0,1,1,0,0,0,1,0,1
-2.9999999999999996,-2.8,1,1,1,1,0,1,0,1
6.0,7.0,1,1,1,1,0,0,0,1
-9.0,-8.3,1,1,0,0,0,0,0,1
-13.000000000000002,2.1,1,1,0,1,0,1,1,1
-7.0,13.0,1,1,1,1,1,0,0,1
-2.9999999999999996,-2.0,1,1,1,1,1,0,0,1
8.0,1.0,0,0,0,0,0,0,0,0
7.0,5.1,0,0,1,0,1,0,0,0
15.0,4.1,0,0,0,0,0,1,1,0
-2.9999999999999996,-6.000000000000001,0,0,1,1,1,1,1,0
-11.999999999999998,-5.599999999999999,1,1,0,0,0,1,1,1
7.0,-1.1000000000000005,0,0,1,1,1,0,1,0
-14.000000000000002,15.0,1,1,1,1,0,1,0,1
-5.0,10.7,0,1,0,0,0,0,0,1
21.0,-9.0,0,0,0,0,0,1,1,0
16.0,7.0,0,0,0,0,1,1,1,0
4.0,2.0,0,0,0,0,0,0,0,0
7.0,11.0,1,1,1,1,0,1,1,1
13.0,12.0,0,0,1,1,0,0,1,0
-13.000000000000002,4.7,1,1,1,0,1,0,0,1
2.0,4.0,1,1,1,1,0,1,0,1
-8.0,-7.000000000000001,1,1,1,1,1,1,0,1
22.0,17.0,0,0,0,0,0,0,1,0
-2.9999999999999996,3.1,1,1,0,0,1,1,0,0
-7.0,0.7000000000000002,0,1,0,0,0,0,0,1
1.0,-3.0,0,0,1,1,0,1,1,0
-11.0,1.1,0,1,1,1,0,0,0,0
-15.000000000000002,-4.4,1,1,0,0,1,1,0,1
15.0,2.0,0,0,0,0,1,0,1,0
-13.000000000000002,5.0,1,1,1,1,0,1,0,1
1.0,-4.8999999999999995,0,0,1,0,0,1,1,1
-7.0,-8.8,0,0,1,0,1,1,1,1
-0.9999999999999996,5.0,1,1,0,0,1,1,0,1
13.0,2.1,0,0,0,0,0,0,1,0
1.0,-6.000000000000001,0,0,1,1,1,1,0,0
-13.000000000000002,-8.8,1,1,0,0,0,0,0,0
10.0,6.0,0,0,1,0,0,0,0,0
9.0,10.2,1,1,0,1,1,1,0,1
-3.9999999999999996,5.0,1,1,0,0,0,1,0,1
47.0,8.0,0,0,1,1,0,0,0,0
3.0,10.3,1,1,0,0,0,0,0,1
1.0,-10.0,0,0,0,0,0,0,0,0
-6.0,10.1,1,1,0,0,0,0,0,1
29.0,9.0,0,0,1,1,1,1,1,0
-9.0,-8.0,1,1,1,1,0,1,1,1
-18.0,2.0,1,1,1,1,0,1,1,1
27.0,8.0,0,0,1,0,0,0,0,0
12.0,2.1,0,0,0,0,0,0,0,0
-1.9999999999999996,8.0,1,1,0,0,0,1,0,1
25.0,4.0,0,0,0,1,1,0,0,0
-15.000000000000002,-3.8,1,1,1,1,1,1,0,0
4.0,3.8,0,0,1,1,1,1,1,0
8.0,11.0,1,1,0,0,0,0,0,1
-6.0,6.0,1,1,0,1,1,1,1,1
18.0,14.900000000000002,0,0,0,1,1,0,1,0
1.0,3.2,1,1,0,0,1,1,1,1
18.0,13.2,0,0,0,0,1,0,1,0
39.0,14.100000000000001,0,0,0,0,1,0,1,0
-2.9999999999999996,6.1,1,1,1,1,1,0,0,1
-7.0,8.0,1,1,1,1,1,1,1,1
15.0,13.0,0,0,0,0,0,0,1,0
5.0,8.0,1,1,0,1,0,1,1,1
20.0,17.6,0,0,0,0,0,0,1,0
4.0,1.1,0,0,0,0,1,0,0,0
-14.000000000000002,7.3,1,1,1,1,1,0,1,0
29.0,9.0,0,0,0,0,0,0,0,0
-1.9999999999999996,5.2,1,1,0,0,0,1,1,0
1.0,9.0,1,1,1,1,1,0,1,1
7.0,5.2,1,0,0,0,0,1,0,1
-3.9999999999999996,6.4,0,1,0,0,1,0,1,0
31.0,7.0,0,0,0,1,0,1,0,0
12.0,15.0,1,1,0,0,1,0,0,1
14.0,10.2,0,0,0,0,1,0,0,1
6.0,9.0,1,1,0,1,1,1,1,1
8.0,9.0,1,1,0,0,0,0,0,1
-14.000000000000002,7.0,1,1,0,0,0,0,0,1
6.0,7.9,0,1,0,0,0,0,1,1
29.0,11.5,0,0,0,0,0,1,1,1
8.0,5.9,1,0,1,1,1,1,0,1
4.0,7.1,0,1,1,0,0,0,0,0
-5.0,-1.2000000000000002,0,1,0,0,0,0,0,0
11.0,-3.2,1,0,1,1,1,1,1,0
27.0,2.0,1,0,1,0,1,0,0,1
-17.0,-2.1000000000000005,0,1,1,1,1,1,1,0
-5.0,-1.2999999999999998,0,1,0,0,0,0,1,0
2.0,2.1,0,1,1,1,1,1,1,0
18.0,2.0,1,0,0,0,0,1,1,1
-6.0,-4.3,0,1,0,0,0,0,0,0
-11.0,2.0,0,1,0,0,1,0,0,0
2.0,-5.099999999999999,1,0,1,1,1,0,1,1
-9.0,-1.1000000000000005,0,1,0,0,0,1,0,0
-3.9999999999999996,-3.8,0,1,0,0,0,0,0,0
-3.9999999999999996,1.0,0,1,0,1,0,1,0,0
7.0,4.9,1,0,0,0,1,1,1,1
-25.0,-9.0,0,1,1,1,0,0,0,0
25.0,5.6,1,0,1,1,0,1,0,1
10.0,2.1,1,0,0,0,1,1,0,1
13.0,10.0,0,0,1,1,1,1,0,0
-3.9999999999999996,3.0,1,1,1,1,0,0,1,1
6.0,7.0,1,1,1,1,1,1,1,0
11.0,7.2,1,0,0,0,1,1,0,1
4.0,6.0,0,1,0,0,0,1,1,0
-2.9999999999999996,1.0,0,1,1,1,1,1,1,0
-7.0,-5.000000000000001,1,1,1,1,1,0,1,0
-16.0,3.0,0,1,1,1,1,1,0,0
-22.0,-3.1000000000000005,0,1,1,1,1,1,1,0
-5.0,5.0,1,1,1,1,0,0,0,0
12.0,4.0,0,0,0,0,1,1,0,0
-13.000000000000002,3.0,0,1,1,1,0,0,0,0
-27.000000000000004,6.0,1,1,0,0,1,1,1,1
11.0,6.699999999999999,0,0,0,0,0,0,0,0
12.0,13.0,1,1,0,0,0,0,1,1
10.0,5.0,0,0,0,0,0,1,0,1
22.0,7.0,0,0,0,0,0,1,0,0
25.0,5.5,1,0,1,1,1,1,1,0
27.0,5.1,1,0,1,1,1,1,1,1
11.0,13.600000000000001,1,1,0,0,0,0,0,0
-11.0,5.0,0,1,1,1,1,1,1,0
-21.0,-3.1000000000000005,0,1,0,0,0,0,0,0
-11.0,-6.2,0,1,1,1,0,1,0,0
-7.0,-7.000000000000001,1,0,0,0,1,0,1,1
21.0,5.0,1,0,0,0,0,0,1,1
19.0,5.0,1,0,0,0,0,0,1,1
-26.0,-8.399999999999999,0,1,1,1,0,0,0,0
3.0,5.0,1,1,0,0,0,0,1,1
22.0,4.0,0,0,0,0,1,1,0,0
-39.0,8.7,0,1,1,1,1,0,1,0
1.0,5.0,0,1,1,1,1,1,0,0
2.0,10.0,1,1,1,1,1,0,1,1
10.0,5.0,0,0,0,1,0,1,0,0
36.0,13.0,0,0,1,1,0,1,0,0
-13.000000000000002,-3.9000000000000004,0,1,0,0,1,1,1,0
-44.0,-5.099999999999999,0,1,1,0,0,0,0,0
-11.999999999999998,-9.099999999999998,0,1,0,1,0,1,0,0
-2.9999999999999996,15.8,0,1,0,0,0,0,0,0
-14.000000000000002,-11.099999999999998,0,1,0,0,0,0,0,0
13.0,15.100000000000001,1,1,0,0,0,0,0,1
-33.0,-9.7,0,1,0,0,0,1,1,0
22.0,7.1,0,0,0,0,0,1,0,0
19.0,9.0,0,0,0,0,0,1,1,1
-5.0,-3.1000000000000005,0,1,0,0,0,0,0,1
21.0,-5.000000000000001,1,0,1,1,1,1,1,1
9.0,9.0,1,1,1,1,0,1,1,1
-6.0,8.6,1,1,1,1,1,0,1,1
-9.0,-4.0,1,1,0,0,0,1,0,0
18.0,1.3,0,0,1,1,1,1,1,0
6.0,9.8,1,1,0,0,1,0,1,1
10.0,7.2,0,0,0,0,0,0,0,0
-22.0,-5.3,1,1,0,0,1,0,0,0
21.0,10.1,0,0,0,0,1,1,0,0
-1.9999999999999996,2.5,1,1,1,1,1,1,1,1
27.0,11.400000000000002,0,0,0,1,0,1,1,0
9.0,3.0,0,0,1,0,0,1,1,0
-6.0,2.0,1,1,1,1,0,1,1,1
5.0,4.0,0,0,0,0,0,1,1,0
-17.0,10.0,1,1,0,0,0,0,0,1
-6.0,11.0,1,1,0,0,0,1,1,1
3.0,5.9,1,1,0,1,1,0,1,1
-20.0,-8.099999999999998,1,1,1,1,0,1,1,0
-5.0,-4.1,1,1,0,0,0,0,0,1
7.0,4.1,0,0,0,0,1,0,1,0
9.0,1.0,0,0,1,1,0,1,1,0
-7.0,6.0,1,1,1,0,0,1,1,1
1.0,5.0,1,1,1,1,0,1,1,1
12.0,3.0,0,0,0,0,0,0,0,0
11.0,5.0,0,0,0,0,1,1,1,0
-22.0,7.0,1,1,1,0,1,0,1,1
-9.0,1.3,1,1,0,0,0,0,0,1
-8.0,3.0,1,1,1,1,0,1,1,1
-15.000000000000002,-9.0,1,1,1,1,1,0,0,1
13.0,4.5,0,0,0,0,1,0,1,0
-19.0,-9.0,1,1,0,0,0,0,0,0
-6.0,-5.099999999999999,1,1,0,0,0,0,0,1
-9.0,5.0,1,1,1,1,0,1,1,1
13.0,12.0,0,0,1,1,1,1,0,0
9.0,9.0,1,1,1,1,1,0,0,1
27.0,6.0,0,0,0,0,1,0,1,0
-11.0,6.0,1,1,0,0,0,0,0,1
-16.0,-3.1000000000000005,1,1,1,1,1,0,0,1
-1.9999999999999996,11.0,1,1,0,0,0,0,1,1
17.0,9.0,0,0,0,1,1,1,1,0
4.0,-3.0,0,0,0,0,1,1,1,1
5.0,-2.1000000000000005,1,0,0,0,1,1,1,1
18.0,5.0,0,0,0,0,0,0,0,0
-2.9999999999999996,5.0,1,1,1,1,1,0,0,1
7.0,-1.0,0,0,0,0,1,0,1,0
-6.0,-1.0,1,1,1,1,1,0,1,1
17.0,14.100000000000001,0,0,0,0,0,1,1,0
-2.9999999999999996,-7.8,1,0,0,0,1,1,1,0
5.0,-2.0,0,0,0,1,1,1,0,0
8.0,12.0,1,1,0,0,0,1,1,1
13.0,4.0,0,0,0,0,1,1,0,0
-14.000000000000002,9.7,1,1,1,1,0,0,1,1
8.0,-10.099999999999998,0,0,0,0,0,0,1,0
-5.0,-1.1000000000000005,1,1,0,0,0,0,0,1
5.0,5.0,1,1,0,1,1,1,1,1
-7.0,6.2,1,1,1,1,0,0,1,1
5.0,11.0,1,1,0,0,1,0,1,1
-0.9999999999999996,2.2,1,1,1,1,0,0,1,0
13.0,8.7,0,0,1,1,1,1,1,0
17.0,6.0,0,0,0,0,1,1,0,0
11.0,6.5,0,0,0,0,0,1,1,0
-11.0,-6.000000000000001,1,1,0,1,0,1,1,1
24.0,8.0,0,0,0,0,0,0,0,0
16.0,9.2,0,0,1,1,0,0,1,0
8.0,-1.6000000000000005,0,0,0,0,0,1,1,1
4.0,5.0,1,1,1,1,1,1,1,1
4.0,5.0,1,1,1,0,1,0,0,1
1.0,-6.099999999999999,1,0,0,1,1,1,1,0
-18.0,-3.0,1,1,1,1,0,1,0,1
7.0,7.0,1,1,0,0,1,0,0,1
-16.0,-3.7,1,1,1,1,0,0,0,1
3.0,3.0,1,1,1,0,0,1,1,1
-7.0,4.0,1,1,1,1,0,0,0,1
-10.0,2.1,1,1,0,0,0,0,0,1
9.0,5.1,0,0,1,0,1,0,0,1
-3.9999999999999996,8.3,1,1,0,0,1,1,0,1
21.0,13.0,0,0,0,0,1,0,1,0
18.0,9.0,0,0,0,0,1,0,1,0
27.0,6.5,0,0,1,1,0,1,1,0
8.0,-10.0,0,0,1,1,1,0,1,0
39.0,10.0,0,0,1,1,1,1,1,0
15.0,7.0,0,0,1,1,0,0,1,0
-7.0,-6.000000000000001,1,1,0,0,0,1,0,1
8.0,6.0,0,0,0,1,0,0,1,0
8.0,5.8,1,0,0,0,1,0,0,0
8.0,7.0,0,0,0,0,0,0,1,0
19.0,10.0,0,0,1,0,1,1,0,0
9.0,2.0,0,0,1,1,1,1,1,0
1.0,-3.3000000000000007,1,0,0,1,1,1,1,1
-23.0,-3.1000000000000005,0,1,1,0,0,0,0,1
13.0,10.0,0,0,1,1,1,0,0,0
7.0,3.9,0,0,0,0,1,1,0,0
-3.9999999999999996,1.8,1,1,0,0,0,0,1,1
-11.0,-2.8999999999999995,1,1,0,0,0,0,1,1
-2.9999999999999996,-5.000000000000001,0,0,1,1,0,1,0,0
17.0,1.3,0,0,0,0,1,1,0,0
10.0,12.100000000000001,1,1,0,0,0,0,1,1
1.0,9.0,1,1,1,0,0,1,1,1
18.0,11.0,0,0,1,0,0,1,0,0
-7.0,1.0,1,1,0,0,1,0,1,1
-16.0,6.1,1,1,0,0,0,0,1,0
-7.0,-6.3,0,1,1,0,0,0,0,0
-6.0,-6.099999999999999,0,0,0,0,0,0,1,0
-9.0,1.9,1,1,0,0,0,0,0,1
4.0,4.7,1,1,1,1,0,1,0,1
46.0,4.8,0,0,0,0,0,0,0,0
13.0,12.7,0,0,0,0,0,0,0,0
-8.0,0.2999999999999998,1,1,0,0,0,0,1,1
-2.9999999999999996,3.0,1,1,1,1,0,1,1,1
5.0,5.0,1,1,1,1,0,1,1,1
5.0,3.5,0,0,0,0,1,1,0,0
-6.0,-3.8,1,1,1,1,0,0,0,0
12.0,5.0,0,0,0,0,0,0,0,0
-9.0,3.0,1,1,1,1,0,1,1,1
4.0,-7.000000000000001,0,0,0,0,1,1,0,1
-26.0,-12.3,1,1,1,1,0,1,0,1
11.0,1.9,0,0,1,0,1,0,1,0
-24.0,-5.8,0,1,1,0,0,0,0,1
3.0,-1.2000000000000002,0,0,0,0,1,1,1,0
-9.0,7.0,1,1,0,1,0,1,1,1
7.0,0.7000000000000002,1,0,1,1,1,1,1,0
5.0,6.1,1,1,0,0,0,1,1,1
3.0,-6.2,0,0,0,1,1,0,1,0
-2.9999999999999996,4.1,1,1,0,0,0,0,0,0
23.0,7.0,0,0,1,1,1,1,1,0
32.0,4.3,0,0,1,1,1,1,1,0
4.0,-7.000000000000001,0,0,1,1,1,1,1,0
32.0,-6.099999999999999,0,0,0,1,0,1,1,0
-8.0,-9.0,0,0,0,0,1,0,0,0
-22.0,-7.099999999999999,1,1,1,1,0,1,0,1
12.0,12.0,1,1,0,0,0,1,0,1
-11.0,-6.000000000000001,1,1,0,0,0,0,0,1
15.0,5.0,0,0,0,0,1,0,0,0
-40.0,6.0,1,1,1,1,0,1,1,1
18.0,-5.099999999999999,1,0,1,0,1,0,1,1
-25.0,5.7,1,1,1,1,0,1,0,1
8.0,2.1,0,0,1,1,1,0,1,0
-7.0,-11.2,1,0,0,0,1,1,1,1
-2.9999999999999996,5.4,1,1,1,1,1,0,1,1
9.0,6.2,0,0,1,1,1,1,1,0
16.0,2.3,0,0,0,0,1,0,0,0
11.0,8.8,0,0,0,0,1,1,0,0
-27.999999999999996,-1.7999999999999998,1,1,0,0,0,0,1,1
-8.0,3.3,1,1,1,1,0,1,1,1
7.0,-2.3999999999999995,0,0,0,0,0,1,0,0
-11.0,3.0,1,1,0,0,0,0,1,1
22.0,-1.7999999999999998,0,0,0,0,1,1,0,1
-8.0,-1.0,1,1,1,1,1,1,1,1
-8.0,-6.3,1,1,1,0,0,0,0,1
-16.0,-5.000000000000001,1,1,0,0,0,1,0,1
21.0,6.0,0,0,0,1,1,0,0,0
9.0,5.2,0,0,1,1,1,1,0,1
17.0,1.0,0,0,1,1,0,1,0,0
17.0,-5.099999999999999,1,0,1,1,1,1,1,0
-0.9999999999999996,5.4,1,1,1,1,0,1,1,1
10.0,11.0,1,1,0,0,1,1,0,1
5.0,2.7,0,0,1,1,1,1,0,0
-13.000000000000002,-2.8,1,1,0,0,0,1,1,1
-6.0,-1.7000000000000002,1,1,1,0,0,0,0,1
29.999999999999996,8.6,0,0,1,1,0,1,1,0
20.0,4.0,0,0,0,0,0,1,1,0
6.0,-1.2999999999999998,1,0,1,1,1,1,1,0
11.0,0.3999999999999999,1,0,0,0,1,1,0,0
29.999999999999996,8.4,0,0,0,0,1,1,0,0
6.0,6.699999999999999,1,1,1,1,1,1,1,1
8.0,-4.0,0,0,1,0,0,1,1,0
15.0,6.1,0,0,1,1,1,0,0,0
49.0,16.0,0,0,0,0,0,1,1,0
-1.9999999999999996,-4.1,1,0,1,0,0,0,1,0
12.0,6.0,0,0,1,0,1,0,0,0
-11.999999999999998,3.1,1,1,1,1,0,0,1,1
1.0,5.1,1,1,1,1,0,1,1,1
-0.9999999999999996,8.0,1,1,0,0,0,1,1,1
12.0,1.2,0,0,0,0,1,0,1,0
3.0,-2.0,0,0,0,0,1,1,1,0
-24.0,-6.099999999999999,1,1,0,0,0,0,0,1
-1.9999999999999996,-4.0,0,0,0,0,0,0,1,0
15.0,10.400000000000002,0,0,0,0,1,1,1,0
-10.0,-3.1000000000000005,0,1,1,1,0,0,0,1
15.0,18.4,1,1,1,1,1,1,0,1
-2.9999999999999996,4.0,1,1,1,1,1,0,0,1
16.0,-6.000000000000001,0,0,1,1,1,1,1,0
19.0,5.1,0,0,0,0,1,0,0,0
-20.0,1.3,0,1,0,0,0,0,0,1
-34.0,-6.000000000000001,1,1,0,0,0,0,0,1
13.0,-1.2999999999999998,0,0,0,0,0,1,1,0
11.0,10.9,0,0,1,1,1,1,0,0
-7.0,-7.000000000000001,0,0,0,0,1,0,1,0
-10.0,5.4,1,1,1,1,1,1,0,1
-22.0,2.0,1,1,0,1,0,1,1,1
-10.0,6.1,1,1,1,1,0,1,1,1
-3.9999999999999996,12.8,1,1,1,1,1,0,0,1
12.0,4.1,0,0,1,1,1,1,0,0
14.0,18.0,1,1,0,0,0,1,0,1
-11.999999999999998,-1.2000000000000002,1,1,1,1,1,0,1,1
7.0,9.0,1,1,1,1,0,0,1,1
5.0,4.0,0,0,1,0,1,0,0,0
29.0,-0.7999999999999998,0,0,1,0,1,1,0,0
-2.9999999999999996,4.9,1,1,0,0,0,1,1,1
-25.0,-6.000000000000001,1,1,0,0,0,1,0,1
-5.0,0.3999999999999999,1,1,1,1,0,1,1,1
11.0,3.8,0,0,0,0,1,1,0,0
13.0,7.0,0,0,0,0,1,0,0,0
9.0,9.0,1,1,1,1,0,1,1,1
24.0,11.0,0,0,1,1,1,1,0,0
5.0,7.0,1,1,0,0,1,0,1,1
13.0,-5.8999999999999995,0,0,1,1,1,0,1,0
21.0,11.0,0,0,1,0,1,0,1,0
-18.0,6.0,1,1,1,1,0,1,1,1
29.0,1.1,0,0,1,1,1,1,1,0
-5.0,5.0,1,1,1,1,1,1,1,1
-3.9999999999999996,-13.099999999999998,1,0,0,0,1,0,0,1
1.0,10.2,1,1,1,1,0,0,1,1
-7.0,-7.2,0,0,1,0,1,1,1,0
11.0,8.1,0,0,1,1,1,1,0,0
-11.999999999999998,4.0,1,1,1,1,0,0,0,1
-19.0,0.10000000000000009,1,1,0,0,0,0,1,1
-0.9999999999999996,-1.0,0,0,1,1,1,1,0,0
18.0,-0.7999999999999998,1,0,1,0,1,1,1,1
5.0,2.0,0,0,0,0,1,0,0,0
5.0,6.699999999999999,1,1,1,1,1,0,0,1
6.0,-3.0,0,0,0,0,1,1,1,0
-16.0,-3.1000000000000005,1,1,1,1,0,1,1,1
4.0,5.0,1,1,1,1,0,1,0,1
-21.0,-10.2,1,1,1,1,1,1,1,1
-7.0,7.0,1,1,1,1,0,1,0,1
5.0,4.0,0,0,0,0,1,0,0,0
-11.999999999999998,4.3,1,1,0,0,0,0,1,1
26.0,4.5,0,0,0,0,1,0,0,0
5.0,11.0,1,1,1,1,0,1,1,1
5.0,13.0,1,1,1,1,1,1,0,1
15.0,3.0,0,0,1,0,0,1,1,0
5.0,12.100000000000001,1,1,0,0,0,0,0,1
3.0,8.0,1,1,0,0,0,1,1,1
-23.0,-11.599999999999998,0,1,1,1,0,0,0,0
6.0,12.0,1,1,0,0,0,1,1,1
-5.0,-2.0,1,1,0,0,0,0,0,1
-27.999999999999996,-10.099999999999998,1,1,1,1,1,1,1,0
-20.0,0.7999999999999998,1,1,1,1,1,0,1,1
18.0,10.9,0,0,0,1,1,1,0,0
-10.0,-9.0,1,1,1,1,0,0,0,1
10.0,7.0,0,0,1,1,1,1,0,0
47.0,4.0,0,0,1,0,1,0,0,0
3.0,3.9,1,1,1,1,0,0,1,1
-22.0,-8.8,1,1,1,1,0,0,0,1
11.0,4.3,0,0,1,1,1,1,1,0
-14.000000000000002,10.0,1,1,1,1,0,0,1,1
3.0,-2.8,0,0,1,0,1,1,0,0
17.0,2.0,0,0,1,1,1,0,0,0
13.0,14.0,1,1,1,1,0,0,1,1
6.0,8.0,1,1,0,1,0,1,1,1
-14.000000000000002,6.1,1,1,1,1,0,0,1,1
-14.000000000000002,-3.1000000000000005,1,1,1,1,0,0,1,1
4.0,4.0,1,1,1,1,0,1,1,1
12.0,7.5,0,0,0,0,1,1,1,0
-6.0,-5.099999999999999,1,1,0,1,0,0,1,1
2.0,10.0,1,1,1,1,0,0,1,1
9.0,5.1,0,0,0,0,0,0,0,0
4.0,6.0,1,1,1,0,0,1,1,1
6.0,12.100000000000001,1,1,0,1,1,1,0,1
7.0,7.5,1,1,1,1,0,0,1,1
11.0,1.3,0,0,1,1,1,1,0,0
-10.0,-6.099999999999999,1,1,1,1,0,1,0,1
-11.0,-6.099999999999999,1,1,0,0,0,0,0,1
5.0,-7.000000000000001,0,0,0,1,1,1,1,0
-2.9999999999999996,8.1,1,1,1,1,1,1,0,1
-9.0,-5.099999999999999,1,1,0,0,0,1,1,1
-7.0,9.1,1,1,1,0,0,1,1,1
-14.000000000000002,1.8,1,1,1,0,0,0,1,1
3.0,2.0,0,0,1,0,1,1,1,0
-3.9999999999999996,-5.099999999999999,0,0,0,0,1,1,1,0
-8.0,9.0,1,1,1,1,0,1,1,1
7.0,6.6,0,0,0,1,1,0,0,0
4.0,-3.1000000000000005,0,0,0,0,0,1,1,0
-2.9999999999999996,-4.8999999999999995,0,0,0,0,0,1,1,0
-11.0,3.0,1,1,0,0,1,0,1,1
2.0,-3.1000000000000005,0,0,1,1,1,1,1,0
-0.9999999999999996,-4.4,0,0,1,1,0,1,1,0
-7.0,-8.099999999999998,1,0,0,1,1,1,1,1
7.0,5.1,0,0,0,0,1,0,0,0
17.0,0.0,1,0,1,1,1,1,1,1
1.0,-1.8999999999999995,0,0,1,1,1,1,1,0
-11.999999999999998,-2.0,1,1,1,1,1,1,0,1
7.0,5.0,0,0,0,0,0,0,1,0
4.0,5.7,1,1,1,0,0,1,0,1
-15.000000000000002,-9.0,1,1,1,1,1,0,0,1
-10.0,-1.1000000000000005,1,1,0,0,0,0,0,1
10.0,5.0,0,0,0,0,1,0,1,0
5.0,7.9,1,1,1,1,0,1,1,1
7.0,6.9,1,0,1,1,1,0,1,1
7.0,13.900000000000002,1,1,1,0,1,1,0,1
7.0,8.0,1,1,1,1,1,0,0,1
23.0,-5.099999999999999,0,0,1,1,1,1,1,0
5.0,-6.000000000000001,0,0,0,0,1,0,0,0
-25.0,1.0,1,1,1,0,0,1,1,1
-13.000000000000002,7.1,1,1,0,0,0,0,1,1
7.0,4.4,0,0,0,0,1,1,0,0
6.0,-5.599999999999999,0,0,0,0,1,0,1,0
5.0,-3.0,0,0,0,0,1,0,0,0
4.0,2.1,0,0,1,1,1,1,0,0
9.0,12.0,1,1,0,1,1,0,1,1
-19.0,6.300000000000001,1,1,1,1,0,0,1,1
-6.0,4.8,1,1,0,1,0,1,1,1
7.0,2.0,0,0,1,1,0,0,0,0
12.0,12.0,1,1,0,0,0,1,1,1
6.0,6.0,1,1,1,0,0,0,0,1
-6.0,-12.0,0,0,0,0,0,0,0,0
3.0,-5.3,0,0,1,1,1,1,0,0
-7.0,2.1,1,1,0,0,0,0,0,1
-5.0,-1.0,1,1,1,1,1,0,0,1
-11.0,-0.7999999999999998,1,1,1,1,0,1,1,1
6.0,7.1,1,1,0,1,0,0,1,1
9.0,10.0,1,1,0,0,1,0,0,1
-14.000000000000002,-4.0,1,1,0,0,0,0,0,1
23.0,11.0,0,0,1,1,1,0,0,0
-7.0,1.0,1,1,1,0,0,1,1,1
15.0,9.8,0,0,0,0,1,1,0,0
2.0,6.0,1,1,1,1,1,1,1,1
-11.999999999999998,4.5,1,1,1,1,0,0,0,1
33.0,13.0,0,0,1,1,0,0,1,0
-1.9999999999999996,0.6000000000000001,1,1,0,0,1,0,0,1
-6.0,5.0,1,1,1,1,0,1,0,1
15.0,8.0,0,0,1,1,1,0,1,0
-6.0,5.0,1,1,1,1,0,1,1,1
9.0,10.0,1,1,0,0,0,1,0,1
-7.0,-4.0,1,1,0,0,0,1,1,1
-6.0,8.0,1,1,0,0,0,1,1,1
6.0,1.1,0,0,1,1,1,1,1,0
-1.9999999999999996,12.0,1,1,0,0,0,0,1,1
5.0,6.0,1,1,1,1,0,1,1,1
